team1,team2,team1_win_rate,team2_win_rate,head_to_head_win_rate,team1_recent_form,team2_recent_form,team1_venue_win_rate,team2_venue_win_rate,team1_avg_runs_last_5,team2_avg_runs_last_5,team1_avg_wicket_last_5,team2_avg_wicket_last_5,avg_first_innings_score,chasing_success_rate,toss_winner,toss_decision,temperature,humidity,rain_probability,venue,pitch_type,win
Manchesters Super Giants Women,Southern Brave Women,60.0,90.0,0.0,2,5,20.0,66.66666666666666,107.4,123.8,6.6,5.0,97.0,0.0,Manchesters Super Giants Women,Bowl,19.5,74.0,81.0,Emirates Old Trafford,Balanced,0
Birmingham Phoenix Women,London Spirit Women,20.0,40.0,0.0,0,1,20.0,100.0,122.6,123.8,6.4,6.4,93.0,100.0,Birmingham Phoenix Women,Bowl,20.0,72.0,80.0,Edgbaston,Balanced,1
Sunrisers Leeds Women,Welsh Fire Women,70.0,20.0,0.0,4,3,75.0,66.66666666666666,132.6,150.2,5.4,5.4,120.0,50.0,Welsh Fire Women,Bat,16.5,66.0,85.0,Kennington Oval,Balanced,0
Southern Brave Women,Sunrisers Leeds Women,90.0,70.0,33.33333333333333,5,4,57.14285714285714,60.0,127.6,132.6,4.4,5.4,121.0,100.0,Sunrisers Leeds Women,Bowl,19.5,58.0,40.0,Lords,Balanced,0
MI London Women,Sunrisers Leeds Women,20.0,70.0,0.0,4,1,20.0,75.0,209.8,114.0,4.4,5.4,120.0,33.33333333333333,Mi London Women,Bowl,27.2,33.0,0.0,Kennington Oval,Balanced,0
Southern Brave Women,London Spirit Women,90.0,40.0,100.0,3,3,70.0,50.0,138.6,110.4,3.8,6.0,124.0,50.0,London Spirit Women,Bat,30.8,36.0,0.0,The Rose Bowl,Balanced,0
Manchesters Super Giants Women,Trent Rockets Women,60.0,70.0,0.0,3,3,20.0,66.66666666666666,119.0,129.2,3.0,5.6,90.0,50.0,Manchesters Super Giants Women,Bowl,27.7,37.0,3.0,Emirates Old Trafford,Balanced,0
Welsh Fire Women,Birmingham Phoenix Women,20.0,20.0,0.0,1,3,30.0,100.0,112.6,212.0,7.6,5.0,106.0,100.0,Welsh Fire Women,Bowl,33.5,19.0,1.0,Sophia Gardens,Balanced,1
Sunrisers Leeds Women,London Spirit Women,70.0,40.0,0.0,0,3,50.0,50.0,120.8,122.8,4.8,4.8,128.0,50.0,Sunrisers Leeds Women,Bowl,26.8,30.0,3.0,Headingley,Balanced,0
MI London Women,Southern Brave Women,20.0,90.0,0.0,4,4,20.0,100.0,212.4,145.8,4.2,3.2,126.0,25.0,Mi London Women,Bowl,33.0,20.0,2.0,Kennington Oval,Balanced,1
Birmingham Phoenix Women,Trent Rockets Women,20.0,70.0,0.0,4,3,20.0,50.0,218.4,122.8,4.2,5.8,132.0,75.0,Birmingham Phoenix Women,Bowl,24.5,53.0,80.0,Edgbaston,Balanced,0
Manchesters Super Giants Women,Welsh Fire Women,60.0,20.0,0.0,3,0,20.0,50.0,110.2,118.6,3.8,7.4,96.0,60.0,Welsh Fire Women,Bowl,21.5,60.0,88.0,Emirates Old Trafford,Balanced,0
Trent Rockets Women,MI London Women,70.0,20.0,0.0,2,3,30.0,100.0,117.0,219.2,6.6,5.2,132.0,50.0,Mi London Women,Bowl,18.3,58.0,55.0,Trent Bridge,Balanced,1
Manchesters Super Giants Women,Southern Brave Women,90.0,60.0,0.0,4,3,70.0,50.0,157.8,130.0,4.2,4.6,130.0,40.0,Manchesters Super Giants Women,Bowl,20.2,90.0,9.0,The Rose Bowl,Balanced,0
Birmingham Phoenix Women,Sunrisers Leeds Women,20.0,70.0,0.0,4,1,20.0,50.0,215.6,118.8,4.6,5.8,129.0,60.0,Sunrisers Leeds Women,Bowl,20.5,39.0,3.0,Edgbaston,Balanced,0
Trent Rockets Women,London Spirit Women,70.0,40.0,100.0,1,2,30.0,33.33333333333333,118.8,120.2,7.0,6.2,128.0,60.0,London Spirit Women,Bowl,23.5,38.0,25.0,Trent Bridge,Balanced,0
Manchesters Super Giants Women,Sunrisers Leeds Women,70.0,60.0,0.0,1,3,50.0,33.33333333333333,137.2,131.8,5.0,4.6,127.0,40.0,Manchesters Super Giants Women,Bat,19.5,43.0,25.0,Headingley,Balanced,0
Welsh Fire Women,Southern Brave Women,20.0,90.0,0.0,0,4,30.0,80.0,127.2,152.6,6.0,4.6,117.0,100.0,Welsh Fire Women,Bowl,21.5,76.0,55.0,Sophia Gardens,Balanced,1
MI London Women,Birmingham Phoenix Women,20.0,20.0,0.0,4,4,20.0,0.0,225.2,220.4,4.2,4.0,131.0,40.0,Birmingham Phoenix Women,Bowl,25.5,64.0,11.0,Kennington Oval,Balanced,1
London Spirit Women,Welsh Fire Women,40.0,20.0,100.0,1,0,40.0,33.33333333333333,118.8,123.4,6.4,6.2,123.09598910095858,55.34847346381857,Welsh Fire Women,Bat,28.6,45.0,40.0,Lords,Balanced,0
Southern Brave Women,Trent Rockets Women,90.0,70.0,100.0,4,2,70.0,33.33333333333333,154.0,122.2,5.6,6.4,131.0,33.33333333333333,Southern Brave Women,Bowl,21.0,85.0,80.0,The Rose Bowl,Balanced,0
Sunrisers Leeds Women,Welsh Fire Women,20.0,70.0,0.0,0,2,30.0,0.0,130.6,143.8,6.6,5.2,118.0,100.0,Welsh Fire Women,Bat,16.5,79.0,15.0,Sophia Gardens,Balanced,0
London Spirit Women,MI London Women,40.0,20.0,0.0,2,4,40.0,66.66666666666666,122.6,141.8,5.0,3.6,119.0,0.0,London Spirit Women,Bowl,16.9,74.0,6.0,Lords,Balanced,1
Birmingham Phoenix Women,Manchesters Super Giants Women,20.0,60.0,0.0,3,2,20.0,100.0,212.2,128.6,4.6,4.8,133.0,50.0,Birmingham Phoenix Women,Bowl,21.8,41.0,6.0,Edgbaston,Balanced,1
Trent Rockets Women,Welsh Fire Women,70.0,20.0,100.0,2,1,30.0,50.0,115.4,127.4,6.8,6.6,130.0,50.0,Welsh Fire Women,Bat,18.7,51.0,40.0,Trent Bridge,Balanced,0
London Spirit Women,Birmingham Phoenix Women,40.0,20.0,100.0,1,3,40.0,0.0,119.4,128.2,6.4,5.6,99.0,50.0,London Spirit Women,Bowl,23.7,42.0,16.0,Lords,Balanced,0
Sunrisers Leeds Women,Southern Brave Women,70.0,90.0,0.0,2,5,50.0,33.33333333333333,136.0,132.8,5.8,5.0,133.0,33.33333333333333,Sunrisers Leeds Women,Bowl,19.9,44.0,5.0,Headingley,Balanced,0
Manchesters Super Giants Women,MI London Women,60.0,20.0,0.0,2,4,20.0,100.0,128.2,118.2,5.8,3.2,106.0,50.0,Mi London Women,Bat,20.3,43.0,3.0,Emirates Old Trafford,Balanced,1
Southern Brave Women,Trent Rockets Women,90.0,70.0,100.0,4,2,70.0,33.33333333333333,126.0,112.0,6.0,6.2,125.0,28.57142857142857,Trent Rockets Women,Bowl,20.0,74.0,25.0,The Rose Bowl,Balanced,0
MI London Women,Southern Brave Women,20.0,90.0,0.0,4,4,66.66666666666666,57.14285714285714,121.6,142.4,3.4,6.4,93.0,33.33333333333333,Southern Brave Women,Bat,22.6,50.0,46.0,Lords,Balanced,0
MI London Women,Manchesters Super Giants Women,20.0,60.0,0.0,0,0,20.0,33.33333333333333,126.7787361672502,125.38480608931017,5.943492580802602,5.9293293275889125,146.0,56.52173913043478,Manchesters Super Giants Women,Bat,21.53804755944931,77.0,40.0,Kennington Oval,Balanced,0
Birmingham Phoenix Women,London Spirit Women,20.0,40.0,0.0,0,0,20.0,100.0,126.77873616725019,125.38480608931017,5.943492580802602,5.9293293275889125,153.0,38.095238095238095,London Spirit Women,Bowl,21.53804755944931,73.0,31.6880695940348,Edgbaston,Balanced,1
Trent Rockets Women,Southern Brave Women,70.0,90.0,0.0,0,0,30.0,100.0,126.7787361672502,125.38480608931017,5.943492580802602,5.9293293275889125,162.0,41.935483870967744,Trent Rockets Women,Bowl,21.53804755944931,81.0,55.0,Trent Bridge,Balanced,1
Sunrisers Leeds Women,Welsh Fire Women,70.0,20.0,0.0,0,0,50.0,0.0,126.7787361672502,125.38480608931017,5.943492580802602,5.929329327588913,183.0,23.076923076923077,Sunrisers Leeds Women,Bowl,21.53804755944931,66.0,31.849957999631776,Headingley,Balanced,0
London Spirit Women,MI London Women,40.0,20.0,0.0,1,1,40.0,66.66666666666666,126.77873616725019,125.38480608931016,5.9434925808026025,5.929329327588913,167.0,28.57142857142857,London Spirit Women,Bowl,21.53804755944931,94.0,31.84995799963178,Lords,Balanced,1
Manchesters Super Giants Women,Birmingham Phoenix Women,60.0,20.0,0.0,0,0,20.0,66.66666666666666,126.7787361672502,125.38480608931019,5.943492580802602,5.929329327588913,156.0,57.14285714285714,Birmingham Phoenix Women,Bat,21.53804755944931,82.0,25.0,Emirates Old Trafford,Balanced,1
Trent Rockets Women,Sunrisers Leeds Women,70.0,70.0,0.0,0,1,30.0,100.0,126.7787361672502,125.38480608931019,5.9434925808026025,5.929329327588913,162.0,41.935483870967744,Sunrisers Leeds Women,Bat,8.8,78.0,80.0,Trent Bridge,Balanced,1
Welsh Fire Women,Southern Brave Women,20.0,90.0,0.0,0,1,30.0,80.0,126.77873616725019,125.38480608931019,5.943492580802602,5.929329327588913,149.0,40.0,Welsh Fire Women,Bowl,21.45197967053411,61.848966613672495,32.129012621258376,Sophia Gardens,Balanced,1
Manchesters Super Giants Women,Sunrisers Leeds Women,60.0,70.0,0.0,0,2,20.0,0.0,126.7787361672502,125.38480608931017,5.9434925808026025,5.929329327588913,156.0,57.14285714285714,Manchesters Super Giants Women,,21.451979670534115,87.0,69.0,Emirates Old Trafford,Balanced,0
London Spirit Women,Trent Rockets Women,40.0,70.0,0.0,1,0,40.0,100.0,126.77873616725022,125.3848060893102,5.9434925808026025,5.929329327588913,167.0,28.57142857142857,Trent Rockets Women,Bat,21.451979670534115,87.0,32.374819203783325,Lords,Balanced,1
Southern Brave Women,Birmingham Phoenix Women,90.0,20.0,0.0,2,1,70.0,0.0,126.77873616725022,125.38480608931017,5.943492580802603,5.929329327588913,167.0,36.36363636363637,Southern Brave Women,Bowl,21.45197967053411,77.0,69.0,The Rose Bowl,Balanced,0
Manchesters Super Giants Women,Welsh Fire Women,20.0,60.0,0.0,0,0,30.0,50.0,126.77873616725019,125.38480608931016,5.943492580802602,5.929329327588913,149.0,40.0,Welsh Fire Women,Bowl,21.451979670534115,66.0,59.0,Sophia Gardens,Balanced,0
Sunrisers Leeds Women,MI London Women,70.0,20.0,0.0,2,2,50.0,0.0,126.77873616725019,125.38480608931016,5.943492580802602,5.929329327588913,183.0,23.076923076923077,Mi London Women,Bowl,21.451979670534115,86.0,32.78822025994302,Headingley,Balanced,0
Birmingham Phoenix Women,Trent Rockets Women,20.0,70.0,0.0,1,1,20.0,50.0,126.77873616725019,125.38480608931016,5.9434925808026025,5.929329327588913,153.0,38.095238095238095,Trent Rockets Women,Bat,21.451979670534115,75.0,65.0,Edgbaston,Balanced,1
London Spirit Women,Southern Brave Women,40.0,90.0,0.0,1,3,40.0,57.14285714285714,126.7787361672502,125.38480608931019,5.9434925808026025,5.929329327588913,167.0,28.57142857142857,Southern Brave Women,Bowl,21.45197967053411,79.0,69.0,Lords,Balanced,1
MI London Women,Welsh Fire Women,20.0,20.0,0.0,2,1,20.0,66.66666666666666,126.7787361672502,125.38480608931016,5.9434925808026025,5.9293293275889125,146.0,56.52173913043478,Mi London Women,Bowl,21.45197967053411,76.0,72.0,Kennington Oval,Balanced,1
London Spirit Women,Sunrisers Leeds Women,40.0,70.0,0.0,1,3,40.0,60.0,126.7787361672502,125.38480608931016,5.9434925808026025,5.9293293275889125,167.0,28.57142857142857,Sunrisers Leeds Women,Bat,21.45197967053411,81.0,51.0,Lords,Balanced,0
Birmingham Phoenix Women,MI London Women,20.0,20.0,0.0,1,2,20.0,100.0,126.7787361672502,125.38480608931017,5.9434925808026025,5.9293293275889125,153.0,38.095238095238095,Birmingham Phoenix Women,Bat,21.45197967053411,60.0,42.0,Edgbaston,Balanced,1
Manchesters Super Giants Women,Southern Brave Women,60.0,90.0,0.0,0,4,20.0,66.66666666666666,126.77873616725022,125.3848060893102,5.9434925808026025,5.9293293275889125,156.0,57.14285714285714,Manchesters Super Giants Women,Bowl,21.45197967053411,87.0,34.0,Emirates Old Trafford,Balanced,0
Welsh Fire Women,Trent Rockets Women,20.0,70.0,0.0,2,2,30.0,75.0,126.77873616725017,125.38480608931017,5.943492580802602,5.9293293275889125,149.0,40.0,Trent Rockets Women,Bowl,21.451979670534115,54.0,40.0,Sophia Gardens,Balanced,1
Southern Brave Women,Sunrisers Leeds Women,90.0,70.0,0.0,4,3,70.0,0.0,126.77873616725017,125.38480608931017,5.943492580802602,5.9293293275889125,167.0,36.36363636363637,Sunrisers Leeds Women,Bowl,21.451979670534115,78.0,63.0,The Rose Bowl,Balanced,0
MI London Women,Trent Rockets Women,20.0,70.0,0.0,3,3,100.0,0.0,126.77873616725017,125.38480608931017,5.943492580802602,5.9293293275889125,174.0,40.0,Trent Rockets Women,Bat,21.451979670534115,90.0,33.86040691377299,Adelaide Oval,Balanced,1
Birmingham Phoenix Women,Welsh Fire Women,20.0,20.0,0.0,1,2,20.0,66.66666666666666,126.77873616725019,125.38480608931016,5.9434925808026025,5.9293293275889125,145.0,83.33333333333334,Birmingham Phoenix Women,Bowl,21.45197967053411,79.0,67.0,Edgbaston,Balanced,0
Manchesters Super Giants Women,London Spirit Women,60.0,40.0,0.0,1,2,20.0,66.66666666666666,126.77873616725019,125.38480608931019,5.9434925808026025,5.9293293275889125,156.0,57.14285714285714,Manchesters Super Giants Women,Bat,21.45197967053411,76.0,60.0,Emirates Old Trafford,Balanced,0
Southern Brave Women,Welsh Fire Women,90.0,20.0,100.0,4,2,70.0,40.0,126.77873616725017,125.38480608931017,5.9434925808026025,5.9293293275889125,167.0,36.36363636363637,Welsh Fire Women,Bowl,21.45197967053411,83.0,25.0,The Rose Bowl,Balanced,0
Manchesters Super Giants Women,Sunrisers Leeds Women,70.0,60.0,0.0,3,1,50.0,33.33333333333333,126.77873616725017,125.38480608931017,5.9434925808026025,5.9293293275889125,183.0,23.076923076923077,Manchesters Super Giants Women,Bowl,21.45197967053411,77.0,42.0,Headingley,Balanced,0
Trent Rockets Women,Birmingham Phoenix Women,70.0,20.0,100.0,3,2,30.0,50.0,126.7787361672502,125.38480608931017,5.9434925808026025,5.9293293275889125,162.0,41.935483870967744,Birmingham Phoenix Women,Bowl,21.45197967053411,59.0,34.211055849970045,Trent Bridge,Balanced,1
MI London Women,London Spirit Women,20.0,40.0,0.0,3,2,100.0,0.0,126.77873616725017,125.38480608931016,5.9434925808026025,5.9293293275889125,174.0,40.0,Mi London Women,Bowl,21.451979670534115,92.0,34.211055849970045,Adelaide Oval,Balanced,0
Manchesters Super Giants Women,Trent Rockets Women,70.0,60.0,0.0,3,2,30.0,66.66666666666666,126.77873616725019,125.38480608931017,5.943492580802602,5.9293293275889125,139.0,50.0,Manchesters Super Giants Women,Bowl,21.451979670534115,84.0,47.0,Trent Bridge,Balanced,0
Southern Brave Women,MI London Women,90.0,20.0,0.0,4,3,70.0,0.0,126.77873616725019,125.38480608931016,5.943492580802602,5.9293293275889125,134.0,83.33333333333334,Mi London Women,Bowl,21.451979670534115,31.0,34.286284933205515,The Rose Bowl,Balanced,0
Sunrisers Leeds Women,Birmingham Phoenix Women,70.0,20.0,0.0,2,2,50.0,33.33333333333333,126.77873616725019,125.38480608931016,5.943492580802602,5.929329327588912,144.0,50.0,Sunrisers Leeds Women,Bowl,26.2,30.0,9.0,Headingley,Balanced,1
Welsh Fire Women,London Spirit Women,20.0,40.0,0.0,2,2,30.0,66.66666666666666,126.77873616725019,125.38480608931016,5.943492580802602,5.929329327588912,131.0,83.33333333333334,Welsh Fire Women,Bowl,21.479584439891475,77.0,25.0,Sophia Gardens,Balanced,1
MI London Women,Birmingham Phoenix Women,20.0,20.0,0.0,2,3,20.0,0.0,126.7787361672502,125.38480608931019,5.9434925808026025,5.929329327588912,131.0,50.0,Birmingham Phoenix Women,Bowl,21.479584439891475,74.0,69.0,Kennington Oval,Balanced,1
Southern Brave Women,MI London Women,90.0,20.0,100.0,4,3,57.14285714285714,66.66666666666666,126.7787361672502,125.38480608931017,5.943492580802602,5.929329327588912,116.0,37.5,Southern Brave Women,Bowl,21.47958443989147,77.0,25.0,Lords,Balanced,1
Manchesters Super Giants Women,Trent Rockets Women,60.0,70.0,0.0,3,4,20.0,66.66666666666666,107.0,122.6,5.8,4.6,118.0,58.333333333333336,Manchesters Super Giants Women,Bowl,20.9,44.0,25.0,Emirates Old Trafford,Batting,0
