team1,team2,team1_win_rate,team2_win_rate,head_to_head_win_rate,team1_recent_form,team2_recent_form,team1_venue_win_rate,team2_venue_win_rate,team1_avg_runs_last_5,team2_avg_runs_last_5,team1_avg_wicket_last_5,team2_avg_wicket_last_5,avg_first_innings_score,chasing_success_rate,toss_winner,toss_decision,temperature,humidity,rain_probability,venue,pitch_type,win
Dambulla Sixers,Jaffna Kings,40.0,70.0,0.0,3,4,60.0,40.0,152.2,141.4,8.4,5.4,152.0,51.85185185185185,Jaffna Kings,Bowl,27.090445632798584,76.82495543672015,62.19821746880571,R. Premadasa Stadium,Balanced,1
Kandy Royals,Colombo Kaps,40.0,40.0,0.0,1,2,60.0,40.0,140.8,141.4,5.2,8.2,151.0,52.72727272727272,Colombo Kaps,Bowl,27.09044563279858,76.82495543672015,62.1982174688057,R. Premadasa Stadium,Balanced,1
Galle Gallants,Dambulla Sixers,60.0,40.0,0.0,2,3,50.0,60.0,135.0,140.4,7.6,8.4,151.0,52.72727272727272,Dambulla Sixers,Bowl,28.6,72.0,55.0,R. Premadasa Stadium,Balanced,0
Colombo Kaps,Jaffna Kings,40.0,70.0,0.0,2,5,40.0,40.0,148.0,133.6,8.0,4.0,151.0,52.63157894736842,Jaffna Kings,Bat,31.9,61.0,56.0,R. Premadasa Stadium,Balanced,1
Kandy Royals,Dambulla Sixers,40.0,40.0,0.0,1,2,60.0,60.0,136.0,127.4,5.4,8.0,151.0,52.63157894736842,Dambulla Sixers,Bat,29.3,73.0,56.0,R. Premadasa Stadium,Balanced,0
Jaffna Kings,Galle Gallants,70.0,60.0,0.0,5,2,40.0,50.0,149.4,129.0,4.6,7.6,152.0,52.54237288135594,Galle Gallants,Bat,26.8,84.0,90.0,R. Premadasa Stadium,Balanced,1
Colombo Kaps,Kandy Royals,40.0,40.0,0.0,2,2,40.0,60.0,130.8,134.4,8.0,5.0,152.0,51.66666666666667,Kandy Royals,Bowl,28.1,81.0,90.0,R. Premadasa Stadium,Balanced,0
Dambulla Sixers,Colombo Kaps,40.0,40.0,0.0,2,3,40.0,50.0,131.4,144.4,7.8,7.2,157.0,50.0,Colombo Kaps,Bat,31.1,65.0,55.0,Mahinda Rajapaksa International Stadium,Balanced,0
Jaffna Kings,Galle Gallants,70.0,60.0,0.0,4,3,60.0,40.0,135.0,131.6,5.4,7.6,157.0,50.0,Jaffna Kings,Bowl,27.2,88.0,25.0,Mahinda Rajapaksa International Stadium,Balanced,1
Dambulla Sixers,Jaffna Kings,40.0,70.0,0.0,2,3,40.0,60.0,121.6,118.4,7.4,6.2,158.0,50.0,Dambulla Sixers,Bowl,27.2,88.0,25.0,Mahinda Rajapaksa International Stadium,Balanced,1
Galle Gallants,Jaffna Kings,60.0,70.0,20.0,3,3,40.0,60.0,139.8,141.4,7.4,6.4,160.0,48.38709677419355,Jaffna Kings,Bat,27.2,88.0,25.0,Mahinda Rajapaksa International Stadium,Balanced,1
Kandy Royals,Colombo Kaps,40.0,40.0,0.0,1,1,44.44444444444444,50.0,148.58124999999998,148.77083333333334,6.489583333333333,6.5062500000000005,141.0,37.5,Colombo Kaps,Bowl,27.23196635472371,76.9142825311943,61.33588458110518,Mahinda Rajapaksa International Stadium,Balanced,1
Jaffna Kings,Galle Gallants,70.0,60.0,0.0,1,1,60.0,40.0,148.58124999999998,148.77083333333334,6.489583333333334,6.5062500000000005,141.0,37.5,Galle Gallants,Bat,27.23196635472371,76.9142825311943,61.33588458110518,Mahinda Rajapaksa International Stadium,Balanced,1
Kandy Royals,Dambulla Sixers,40.0,40.0,0.0,1,1,44.44444444444444,40.0,148.58124999999998,148.77083333333334,6.489583333333334,6.5062500000000005,145.0,44.44444444444444,Kandy Royals,Bowl,27.23196635472371,76.9142825311943,61.33588458110518,Mahinda Rajapaksa International Stadium,Balanced,1
Galle Gallants,Colombo Kaps,60.0,40.0,0.0,0,1,40.0,50.0,148.58124999999998,148.77083333333334,6.489583333333335,6.5062500000000005,150.0,40.0,Galle Gallants,Bowl,27.23196635472371,76.9142825311943,61.335884581105184,Mahinda Rajapaksa International Stadium,Balanced,1
Dambulla Sixers,Jaffna Kings,40.0,70.0,0.0,1,1,40.0,60.0,148.58124999999995,148.77083333333337,6.489583333333335,6.506250000000001,145.0,36.36363636363637,Dambulla Sixers,Bowl,27.23196635472371,76.91428253119432,61.335884581105184,Mahinda Rajapaksa International Stadium,Balanced,1
Kandy Royals,Galle Gallants,40.0,60.0,0.0,0,0,44.44444444444444,40.0,148.58124999999995,148.77083333333337,6.489583333333335,6.506250000000001,151.0,33.33333333333333,Galle Gallants,Bowl,27.23196635472371,76.91428253119432,61.335884581105184,Mahinda Rajapaksa International Stadium,Balanced,0
Colombo Kaps,Dambulla Sixers,40.0,40.0,0.0,1,1,50.0,40.0,148.58124999999995,148.77083333333337,6.489583333333336,6.506250000000001,154.0,30.76923076923077,Dambulla Sixers,Bat,27.23196635472371,76.91428253119432,61.335884581105184,Mahinda Rajapaksa International Stadium,Balanced,1
