team1,team2,team1_win_rate,team2_win_rate,head_to_head_win_rate,team1_recent_form,team2_recent_form,team1_venue_win_rate,team2_venue_win_rate,team1_avg_runs_last_5,team2_avg_runs_last_5,team1_avg_wicket_last_5,team2_avg_wicket_last_5,avg_first_innings_score,chasing_success_rate,toss_winner,toss_decision,temperature,humidity,rain_probability,venue,pitch_type,win
Manchesters Super Giants,Sunrisers Leeds,30.0,70.0,0.0,1,0,30.0,50.0,106.68328831001071,106.23749233896456,4.838604465462705,4.78972644613401,156.0,57.14285714285714,Manchesters Super Giants,,19.583823529411763,87.0,69.0,Emirates Old Trafford,Balanced,0
London Spirit,Trent Rockets,30.0,70.0,0.0,0,2,50.0,40.0,106.6832883100107,106.23749233896456,4.838604465462705,4.78972644613401,167.0,28.57142857142857,London Spirit,Bowl,19.583823529411767,87.0,31.42506041619865,Lords,Balanced,1
Southern Brave,Birmingham Phoenix,50.0,40.0,0.0,0,1,60.0,0.0,106.6832883100107,106.23749233896457,4.838604465462705,4.789726446134009,167.0,36.36363636363637,Southern Brave,Bowl,19.583823529411763,77.0,69.0,The Rose Bowl,Balanced,0
Manchesters Super Giants,Welsh Fire,20.0,30.0,0.0,2,1,20.0,33.33333333333333,106.6832883100107,106.23749233896457,4.838604465462705,4.78972644613401,149.0,40.0,Welsh Fire,Bat,19.583823529411767,38.0,31.680672250102063,Sophia Gardens,Balanced,0
Sunrisers Leeds,MI London,70.0,80.0,0.0,0,1,60.0,33.33333333333333,106.6832883100107,106.23749233896457,4.838604465462705,4.78972644613401,183.0,23.076923076923077,Mi London,Bat,19.583823529411767,90.0,61.0,Headingley,Balanced,0
Birmingham Phoenix,Trent Rockets,40.0,70.0,0.0,1,3,70.0,20.0,106.6832883100107,106.23749233896459,4.838604465462705,4.78972644613401,153.0,38.095238095238095,Birmingham Phoenix,Bowl,19.58382352941177,75.0,65.0,Edgbaston,Balanced,0
London Spirit,Southern Brave,30.0,50.0,0.0,0,1,50.0,50.0,106.6832883100107,106.23749233896459,4.838604465462705,4.789726446134009,167.0,28.57142857142857,London Spirit,Bowl,19.583823529411767,79.0,69.0,Lords,Balanced,1
MI London,Welsh Fire,80.0,20.0,0.0,1,2,90.0,0.0,106.6832883100107,106.23749233896459,4.838604465462705,4.78972644613401,146.0,56.52173913043478,Mi London,Bowl,19.58382352941177,76.0,72.0,Kennington Oval,Balanced,0
London Spirit,Sunrisers Leeds,30.0,70.0,0.0,0,1,50.0,66.66666666666666,106.6832883100107,106.23749233896457,4.838604465462705,4.78972644613401,167.0,28.57142857142857,Sunrisers Leeds,Bat,19.583823529411767,81.0,51.0,Lords,Balanced,1
Birmingham Phoenix,MI London,40.0,80.0,0.0,2,2,70.0,0.0,106.6832883100107,106.23749233896457,4.838604465462705,4.78972644613401,153.0,38.095238095238095,Birmingham Phoenix,Bowl,19.583823529411763,60.0,42.0,Edgbaston,Balanced,0
Manchesters Super Giants,Southern Brave,30.0,50.0,0.0,2,2,30.0,100.0,106.68328831001068,106.23749233896457,4.838604465462705,4.78972644613401,156.0,57.14285714285714,Manchesters Super Giants,Bowl,19.583823529411767,87.0,34.0,Emirates Old Trafford,Balanced,0
Welsh Fire,Trent Rockets,20.0,70.0,0.0,2,3,20.0,100.0,106.68328831001071,106.23749233896459,4.838604465462705,4.78972644613401,149.0,40.0,Trent Rockets,Bowl,19.583823529411763,54.0,40.0,Sophia Gardens,Balanced,1
Southern Brave,Sunrisers Leeds,50.0,70.0,0.0,2,2,60.0,66.66666666666666,106.68328831001068,106.23749233896459,4.838604465462705,4.78972644613401,167.0,36.36363636363637,Sunrisers Leeds,Bat,19.583823529411767,82.0,55.0,The Rose Bowl,Balanced,0
MI London,Trent Rockets,80.0,70.0,0.0,2,4,90.0,0.0,106.6832883100107,106.23749233896459,4.838604465462705,4.78972644613401,146.0,56.52173913043478,Trent Rockets,Bowl,19.583823529411763,67.06594864056723,25.0,Kennington Oval,Balanced,0
Birmingham Phoenix,Welsh Fire,40.0,20.0,0.0,3,2,70.0,66.66666666666666,106.68328831001068,106.2374923389646,4.838604465462705,4.78972644613401,145.0,83.33333333333334,Welsh Fire,Bowl,19.583823529411767,79.0,67.0,Edgbaston,Balanced,0
Manchesters Super Giants,London Spirit,30.0,30.0,0.0,2,0,30.0,50.0,106.6832883100107,106.2374923389646,4.838604465462705,4.78972644613401,156.0,57.14285714285714,Manchesters Super Giants,Bat,19.583823529411767,76.0,60.0,Emirates Old Trafford,Balanced,1
Southern Brave,Welsh Fire,50.0,20.0,0.0,3,1,60.0,0.0,106.6832883100107,106.23749233896456,4.838604465462705,4.78972644613401,167.0,36.36363636363637,Southern Brave,Bowl,19.583823529411767,83.0,25.0,The Rose Bowl,Balanced,0
Manchesters Super Giants,Sunrisers Leeds,70.0,30.0,0.0,2,2,60.0,60.0,106.6832883100107,106.23749233896456,4.838604465462705,4.78972644613401,183.0,23.076923076923077,Manchesters Super Giants,Bowl,19.583823529411767,77.0,42.0,Headingley,Balanced,1
Trent Rockets,Birmingham Phoenix,70.0,40.0,0.0,3,3,70.0,40.0,106.6832883100107,106.23749233896457,4.838604465462705,4.78972644613401,162.0,41.935483870967744,Trent Rockets,Bowl,19.58382352941177,59.0,33.313206747006824,Trent Bridge,Balanced,1
MI London,London Spirit,80.0,30.0,0.0,3,1,90.0,20.0,106.6832883100107,106.23749233896457,4.838604465462705,4.78972644613401,146.0,56.52173913043478,London Spirit,Bat,19.583823529411767,92.0,33.313206747006824,Kennington Oval,Balanced,1
Manchesters Super Giants,Trent Rockets,70.0,30.0,0.0,2,2,70.0,33.33333333333333,106.6832883100107,106.23749233896457,4.838604465462705,4.78972644613401,139.0,50.0,Manchesters Super Giants,Bat,19.58382352941177,84.0,47.0,Trent Bridge,Balanced,0
Southern Brave,MI London,50.0,80.0,0.0,4,3,60.0,66.66666666666666,106.6832883100107,106.23749233896457,4.838604465462705,4.78972644613401,134.0,83.33333333333334,Southern Brave,Bowl,19.583823529411767,31.0,33.39615700914618,The Rose Bowl,Balanced,0
Sunrisers Leeds,Birmingham Phoenix,70.0,40.0,0.0,3,4,60.0,50.0,106.6832883100107,106.23749233896459,4.838604465462705,4.78972644613401,144.0,42.857142857142854,Birmingham Phoenix,Bowl,19.58382352941177,78.0,25.0,Headingley,Balanced,1
Welsh Fire,London Spirit,20.0,30.0,0.0,0,1,20.0,33.33333333333333,106.6832883100107,106.23749233896459,4.838604465462705,4.78972644613401,131.0,83.33333333333334,Welsh Fire,Bowl,19.583823529411767,35.0,33.345880619869845,Sophia Gardens,Balanced,0
Southern Brave,Trent Rockets,50.0,70.0,0.0,5,2,40.0,0.0,106.6832883100107,106.23749233896457,4.838604465462705,4.78972644613401,131.0,50.0,Southern Brave,Bowl,19.583823529411767,74.0,69.0,Kennington Oval,Balanced,0
Birmingham Phoenix,Southern Brave,40.0,50.0,0.0,5,5,66.66666666666666,50.0,106.6832883100107,106.23749233896457,4.838604465462705,4.78972644613401,116.0,37.5,Birmingham Phoenix,Bowl,19.583823529411767,77.0,25.0,Lords,Balanced,1
